,transaction_id,customer_id,transaction_date,payment_method,satisfaction_level,store_branch,total_amount_GBP
846,91847,11341,2024-07-05,Cash,4,Manchester Arndale,96.78
847,91848,11034,2023-05-19,Apple Pay,3,Birmingham Bullring,40.73
848,91849,11861,2022-07-12,Google Pay,3,Manchester Arndale,21.96
849,91850,11696,2024-01-27,Credit Card,3,London Central,136.06
850,91851,11219,2024-02-27,Cash,2,Birmingham Bullring,90.2
851,91852,11032,2023-10-06,Apple Pay,3,London Central,26.33
852,91853,11292,2023-08-08,Apple Pay,4,Leeds Trinity,122.71
853,91854,11167,2022-09-21,Google Pay,2,Leeds Trinity,42.97
854,91855,11363,2023-10-05,Apple Pay,4,Glasgow Centre,68.4
855,91856,11607,2023-05-21,Apple Pay,5,London Central,64.83
856,91857,11947,2023-05-22,Apple Pay,5,Manchester Arndale,8.5
857,91858,11785,2023-06-06,Credit Card,3,Manchester Arndale,82.01
858,91859,11054,2022-08-03,Credit Card,4,London Central,55.09
859,91860,11020,2024-04-22,Google Pay,1,Leeds Trinity,58.54
860,91861,11896,2023-08-16,Apple Pay,4,Birmingham Bullring,40.02
861,91862,11671,2023-07-14,Credit Card,4,Leeds Trinity,128.08
862,91863,11721,2023-11-01,Debit Card,4,Glasgow Centre,128.92
863,91864,11317,2023-08-07,Google Pay,3,London Central,27.53
864,91865,11376,2022-11-16,Google Pay,4,London Central,21.13
865,91866,11083,2023-12-18,Credit Card,4,Manchester Arndale,85.41
866,91867,11563,2024-02-03,Debit Card,5,Glasgow Centre,184.93
867,91868,11680,2022-04-24,Apple Pay,3,Leeds Trinity,51.65
868,91869,11983,2021-12-16,Apple Pay,4,London Central,25.12
869,91870,11345,2022-03-23,Google Pay,5,Leeds Trinity,27.43
870,91871,11004,2024-11-21,Google Pay,4,London Central,77.37
871,91872,11259,2023-11-19,Google Pay,3,Birmingham Bullring,117.54
872,91873,11697,2021-08-11,Google Pay,1,London Central,6.25
873,91874,11742,2022-10-22,Credit Card,3,Birmingham Bullring,64.45
874,91875,11919,2023-04-12,Debit Card,2,Birmingham Bullring,93.5
875,91876,11387,2024-04-28,Apple Pay,3,Glasgow Centre,53.51
876,91877,11886,2022-04-30,Credit Card,5,Birmingham Bullring,55.79
877,91878,11396,2023-05-07,Google Pay,3,Leeds Trinity,78.55
878,91879,11900,2023-02-04,Google Pay,3,Glasgow Centre,41.24
879,91880,11517,2024-07-25,Google Pay,5,Manchester Arndale,30.97
880,91881,11400,2022-02-28,Debit Card,5,Birmingham Bullring,79.37
881,91882,11450,2020-10-28,Cash,4,London Central,76.17
882,91883,11913,2021-03-06,Google Pay,3,Leeds Trinity,44.89
883,91884,11166,2022-06-26,Google Pay,4,Manchester Arndale,44.72
884,91885,11202,2022-07-22,Credit Card,4,London Central,93.06
885,91886,11260,2024-04-12,Credit Card,3,Leeds Trinity,43.7
886,91887,11422,2022-06-08,Credit Card,4,London Central,122.24
887,91888,11176,2023-07-21,Apple Pay,3,London Central,25.34
888,91889,11794,2022-09-14,Debit Card,5,Birmingham Bullring,13.62
889,91890,11013,2022-11-09,Google Pay,3,Leeds Trinity,35.18
890,91891,11030,2022-08-13,Debit Card,4,Birmingham Bullring,125.65
891,91892,11526,2023-04-10,Apple Pay,2,London Central,112.7
892,91893,11792,2022-04-26,Apple Pay,5,Birmingham Bullring,22.41
893,91894,11824,2024-07-21,Google Pay,3,Birmingham Bullring,1.8
894,91895,11256,2023-06-26,Credit Card,5,Leeds Trinity,52.33
895,91896,11612,2023-11-10,Debit Card,1,London Central,26.46
896,91897,11816,2023-03-03,Google Pay,3,Birmingham Bullring,41.3
897,91898,11870,2021-12-07,Google Pay,5,Manchester Arndale,0.89
898,91899,11343,2024-05-31,Google Pay,4,Manchester Arndale,128.97
899,91900,11803,2022-01-03,Apple Pay,4,Manchester Arndale,3.8
900,91901,11070,2024-09-26,Google Pay,5,Glasgow Centre,171.9
901,91902,11520,2024-01-07,Debit Card,5,Birmingham Bullring,35.57
902,91903,11231,2021-07-24,Cash,2,Manchester Arndale,22.12
903,91904,11703,2024-11-01,Debit Card,1,Leeds Trinity,36.4
904,91905,11413,2024-08-20,Debit Card,4,Manchester Arndale,21.43
905,91906,11403,2023-10-12,Google Pay,3,London Central,32.21
906,91907,11554,2024-11-10,Apple Pay,3,Birmingham Bullring,16.75
907,91908,11599,2024-03-18,Apple Pay,4,Manchester Arndale,21.62
908,91909,11431,2024-09-11,Credit Card,5,Glasgow Centre,32.91
909,91910,11855,2023-04-15,Google Pay,4,Glasgow Centre,157.06
910,91911,11290,2023-11-28,Debit Card,2,London Central,131.54
911,91912,11004,2024-08-03,Google Pay,3,Leeds Trinity,90.69
912,91913,11301,2024-05-12,Apple Pay,4,Birmingham Bullring,48.44
913,91914,11556,2021-04-05,Apple Pay,5,London Central,86.78
914,91915,11828,2021-03-05,Google Pay,3,Leeds Trinity,115.01
915,91916,11968,2022-05-14,Apple Pay,4,London Central,50.48
916,91917,11316,2021-09-29,Google Pay,5,Birmingham Bullring,2.05
917,91918,11673,2023-11-03,Google Pay,4,Birmingham Bullring,27.62
918,91919,11362,2022-10-04,Apple Pay,5,Leeds Trinity,19.1
919,91920,11492,2023-09-11,Google Pay,5,Manchester Arndale,107.82
920,91921,11514,2023-10-30,Debit Card,2,Manchester Arndale,46.71
921,91922,11939,2024-02-03,Google Pay,5,Birmingham Bullring,62.2
922,91923,11008,2024-04-12,Google Pay,1,London Central,3.48
923,91924,11679,2023-11-20,Google Pay,3,Glasgow Centre,7.34
924,91925,11130,2024-05-10,Google Pay,5,Manchester Arndale,2.1
925,91926,11689,2022-04-07,Apple Pay,5,London Central,44.29
926,91927,11255,2021-05-01,Debit Card,5,Birmingham Bullring,42.48
927,91928,11366,2024-02-08,Debit Card,5,Birmingham Bullring,24.08
928,91929,11565,2024-04-21,Credit Card,2,Birmingham Bullring,30.84
929,91930,11977,2023-09-24,Debit Card,3,Leeds Trinity,110.15
930,91931,11900,2024-06-08,Google Pay,4,Manchester Arndale,126.39
931,91932,11914,2021-10-08,Cash,4,Birmingham Bullring,22.28
932,91933,11266,2023-10-17,Credit Card,4,Manchester Arndale,41.83
933,91934,11507,2023-02-19,Apple Pay,4,Leeds Trinity,108.32
934,91935,11947,2024-10-15,Google Pay,3,Glasgow Centre,17.04
935,91936,11403,2023-09-23,Apple Pay,4,Birmingham Bullring,26.35
936,91937,11303,2024-03-18,Google Pay,5,London Central,14.25
937,91938,11644,2023-08-18,Credit Card,4,London Central,77.82
938,91939,11401,2023-09-09,Google Pay,5,London Central,29.67
939,91940,11164,2023-12-18,Apple Pay,5,London Central,111.11
940,91941,11250,2023-10-16,Apple Pay,4,London Central,70.2
941,91942,11628,2022-05-18,Credit Card,5,London Central,70.02
942,91943,11196,2024-03-13,Google Pay,2,Glasgow Centre,24.05
943,91944,11425,2023-05-27,Apple Pay,3,Leeds Trinity,29.1
944,91945,11314,2023-04-16,Google Pay,4,Manchester Arndale,74.7
945,91946,11801,2023-06-09,Apple Pay,3,Birmingham Bullring,53.97
946,91947,11708,2020-07-14,Cash,3,Manchester Arndale,51.59
947,91948,11983,2023-01-08,Apple Pay,5,London Central,30.15
948,91949,11438,2023-06-01,Apple Pay,5,Glasgow Centre,99.62
949,91950,11473,2023-05-04,Google Pay,4,Birmingham Bullring,150.13
950,91951,11226,2024-10-04,Apple Pay,2,Manchester Arndale,38.69
951,91952,11256,2024-12-24,Google Pay,5,Glasgow Centre,117.26
952,91953,11692,2022-02-27,Google Pay,5,Leeds Trinity,134.82
953,91954,11531,2023-04-19,Apple Pay,5,Manchester Arndale,19.35
954,91955,11615,2022-06-15,Apple Pay,5,Birmingham Bullring,142.84
955,91956,11758,2023-10-28,Credit Card,5,London Central,8.34
956,91957,11549,2023-12-12,Google Pay,3,Leeds Trinity,34.35
957,91958,11250,2024-02-12,Google Pay,5,London Central,9.1
958,91959,11264,2022-06-20,Google Pay,5,Birmingham Bullring,46.29
959,91960,11647,2021-05-27,Debit Card,4,Manchester Arndale,22.53
960,91961,11382,2024-04-28,Credit Card,5,Manchester Arndale,132.84
961,91962,11242,2023-05-28,Credit Card,4,Glasgow Centre,124.0
962,91963,11971,2024-04-09,Apple Pay,3,Leeds Trinity,69.57
963,91964,11596,2022-11-19,Apple Pay,2,Birmingham Bullring,109.27
964,91965,11271,2022-07-05,Credit Card,5,Manchester Arndale,60.83
965,91966,11749,2021-09-23,Google Pay,4,London Central,111.86
966,91967,11823,2023-08-25,Credit Card,4,Manchester Arndale,185.46
967,91968,11142,2024-10-04,Cash,5,Birmingham Bullring,20.92
968,91969,11770,2023-10-01,Apple Pay,4,London Central,127.93
969,91970,11828,2021-10-15,Apple Pay,3,London Central,62.21
970,91971,11113,2021-08-18,Apple Pay,5,Glasgow Centre,81.78
971,91972,11556,2024-05-01,Credit Card,3,Manchester Arndale,43.5
972,91973,11513,2024-09-12,Apple Pay,3,Leeds Trinity,34.0
973,91974,11058,2024-12-11,Google Pay,4,Birmingham Bullring,9.35
974,91975,11151,2020-06-26,Credit Card,4,London Central,85.04
975,91976,11696,2023-04-10,Apple Pay,3,London Central,16.56
976,91977,11663,2022-08-20,Cash,4,London Central,96.96
977,91978,11468,2023-03-26,Credit Card,4,Glasgow Centre,93.28
978,91979,11298,2022-08-03,Debit Card,4,London Central,81.97
979,91980,11528,2023-06-06,Apple Pay,2,London Central,149.33
980,91981,11857,2021-02-26,Credit Card,2,Leeds Trinity,35.19
981,91982,11766,2023-05-25,Debit Card,4,Leeds Trinity,10.97
982,91983,11546,2020-06-24,Credit Card,5,Glasgow Centre,157.4
983,91984,11469,2022-04-16,Apple Pay,4,Manchester Arndale,20.24
984,91985,11871,2021-05-30,Google Pay,3,London Central,44.82
985,91986,11489,2024-04-05,Apple Pay,5,Birmingham Bullring,89.03
986,91987,11367,2023-09-24,Google Pay,5,Manchester Arndale,84.16
987,91988,11599,2024-10-20,Debit Card,5,Manchester Arndale,58.03
988,91989,11109,2022-06-06,Credit Card,1,Birmingham Bullring,106.11
989,91990,11334,2024-01-24,Google Pay,4,London Central,31.08
990,91991,11577,2023-07-17,Apple Pay,3,London Central,8.11
991,91992,11422,2022-07-27,Apple Pay,4,Manchester Arndale,237.08
992,91993,11601,2022-08-12,Credit Card,5,London Central,16.65
993,91994,11664,2024-01-19,Apple Pay,4,Leeds Trinity,55.47
994,91995,11023,2020-03-28,Credit Card,3,London Central,92.93
995,91996,11173,2022-10-10,Google Pay,5,Leeds Trinity,149.98
996,91997,11599,2024-06-13,Debit Card,4,London Central,164.3
997,91998,11485,2023-01-14,Google Pay,2,Leeds Trinity,16.05
998,91999,11496,2020-12-17,Debit Card,4,Glasgow Centre,37.04
999,92000,11530,2021-03-11,Apple Pay,2,Birmingham Bullring,16.06
1000,92001,11860,2024-02-19,Credit Card,5,London Central,56.61
1001,92002,11652,2024-04-29,Google Pay,5,London Central,6.39
1002,92003,11714,2023-04-19,Google Pay,4,Leeds Trinity,175.02
1003,92004,11699,2021-02-14,Apple Pay,2,Manchester Arndale,61.8
1004,92005,11608,2022-07-26,Credit Card,4,Birmingham Bullring,92.16
1005,92006,11509,2023-03-21,Google Pay,4,Glasgow Centre,50.24
1006,92007,11847,2022-02-27,Google Pay,4,London Central,88.05
1007,92008,11562,2023-02-21,Google Pay,4,Leeds Trinity,151.14
1008,92009,11297,2023-01-03,Google Pay,3,Glasgow Centre,63.46
1009,92010,11174,2023-09-08,Google Pay,4,Leeds Trinity,46.44
1010,92011,11593,2024-09-07,Apple Pay,5,Birmingham Bullring,77.98
1011,92012,11491,2022-06-10,Google Pay,5,Leeds Trinity,5.46
1012,92013,11168,2024-07-08,Debit Card,5,Manchester Arndale,17.92
1013,92014,11349,2022-03-27,Google Pay,4,Glasgow Centre,49.06
1014,92015,11967,2022-03-03,Cash,4,Birmingham Bullring,177.71
1015,92016,11876,2024-10-21,Apple Pay,2,Glasgow Centre,185.27
1016,92017,11922,2023-08-01,Apple Pay,3,Manchester Arndale,28.38
1017,92018,11853,2021-01-17,Credit Card,4,Leeds Trinity,75.72
1018,92019,11279,2023-09-30,Google Pay,4,Leeds Trinity,75.83
1019,92020,11197,2023-03-22,Apple Pay,3,Birmingham Bullring,83.12
1020,92021,11402,2024-12-10,Google Pay,4,Birmingham Bullring,7.16
1021,92022,11693,2021-03-04,Apple Pay,5,Manchester Arndale,34.86
1022,92023,11374,2020-09-19,Apple Pay,2,Birmingham Bullring,115.07
1023,92024,11147,2022-09-26,Credit Card,5,London Central,138.75
1024,92025,11389,2022-06-15,Apple Pay,5,Birmingham Bullring,44.94
1025,92026,11730,2020-06-21,Google Pay,5,Birmingham Bullring,147.98
1026,92027,11445,2022-01-20,Credit Card,2,Manchester Arndale,22.48
1027,92028,11588,2023-12-10,Google Pay,4,London Central,27.72
1028,92029,11904,2024-01-27,Apple Pay,5,Manchester Arndale,21.26
1029,92030,11901,2024-05-28,Cash,2,Manchester Arndale,64.95
1030,92031,11706,2023-08-30,Credit Card,5,Manchester Arndale,155.43
1031,92032,11377,2024-06-02,Credit Card,2,London Central,170.7
1032,92033,11816,2024-10-04,Google Pay,5,Manchester Arndale,74.84
1033,92034,11559,2024-07-19,Apple Pay,1,Birmingham Bullring,7.14
1034,92035,11832,2024-06-30,Credit Card,4,London Central,46.44
1035,92036,11129,2020-04-13,Apple Pay,5,London Central,28.98
1036,92037,11108,2023-07-11,Apple Pay,5,London Central,3.76
1037,92038,11405,2022-12-15,Google Pay,2,Birmingham Bullring,69.35
1038,92039,11019,2024-10-02,Credit Card,5,Manchester Arndale,126.93
1039,92040,11464,2023-04-12,Debit Card,2,Leeds Trinity,91.2
1040,92041,11385,2022-09-07,Credit Card,5,Manchester Arndale,166.07
1041,92042,11200,2024-09-25,Cash,4,Leeds Trinity,23.34
1042,92043,11159,2023-10-28,Cash,4,Birmingham Bullring,143.03
1043,92044,11345,2024-01-16,Apple Pay,5,London Central,19.9
1044,92045,11976,2024-05-02,Apple Pay,4,Birmingham Bullring,57.37
1045,92046,11333,2024-04-08,Google Pay,4,London Central,7.05
1046,92047,11146,2024-02-24,Google Pay,2,Birmingham Bullring,145.51
1047,92048,11382,2021-10-13,Google Pay,1,Glasgow Centre,18.29
1048,92049,11778,2024-09-04,Apple Pay,5,Leeds Trinity,96.08
1049,92050,11038,2023-10-17,Cash,4,London Central,113.92
1050,92051,11392,2024-04-27,Apple Pay,5,London Central,11.0
1051,92052,11316,2023-06-12,Google Pay,1,Glasgow Centre,87.18
1052,92053,11867,2022-06-22,Apple Pay,4,Birmingham Bullring,71.5
1053,92054,11153,2024-02-22,Debit Card,5,Glasgow Centre,105.0
1054,92055,11576,2021-11-08,Google Pay,4,Birmingham Bullring,80.01
1055,92056,11078,2024-12-30,Debit Card,4,Manchester Arndale,78.2
1056,92057,11695,2024-09-07,Google Pay,4,Glasgow Centre,56.78
1057,92058,11431,2024-11-04,Cash,5,Manchester Arndale,74.55
1058,92059,11348,2023-07-20,Credit Card,1,Manchester Arndale,106.04
1059,92060,11158,2023-12-11,Google Pay,5,Glasgow Centre,90.99
1060,92061,11623,2024-09-14,Apple Pay,2,Birmingham Bullring,58.35
1061,92062,11132,2021-01-14,Google Pay,1,Glasgow Centre,58.1
1062,92063,11202,2021-12-04,Apple Pay,3,Glasgow Centre,59.56
1063,92064,11607,2023-01-11,Credit Card,4,Leeds Trinity,93.79
1064,92065,11199,2024-07-16,Google Pay,4,London Central,140.9
1065,92066,11321,2024-11-29,Credit Card,4,Leeds Trinity,65.84
1066,92067,11244,2021-06-16,Google Pay,1,Manchester Arndale,51.21
1067,92068,11098,2024-12-26,Google Pay,4,Birmingham Bullring,64.66
1068,92069,11460,2023-01-11,Apple Pay,4,London Central,157.55
1069,92070,11944,2024-01-08,Apple Pay,4,London Central,76.67
1070,92071,11360,2023-09-26,Debit Card,5,London Central,66.15
1071,92072,11527,2024-07-14,Credit Card,5,Leeds Trinity,46.98
1072,92073,11927,2021-09-14,Credit Card,3,Birmingham Bullring,23.12
1073,92074,11574,2024-02-14,Apple Pay,2,Manchester Arndale,88.23
1074,92075,11945,2022-05-10,Apple Pay,4,London Central,193.96
1075,92076,11035,2024-12-10,Google Pay,3,Manchester Arndale,56.26
1076,92077,11695,2024-01-27,Google Pay,5,Leeds Trinity,69.15
1077,92078,11220,2023-07-24,Google Pay,4,Birmingham Bullring,20.51
1078,92079,11748,2023-01-16,Debit Card,5,London Central,106.58
1079,92080,11987,2021-04-28,Apple Pay,3,London Central,44.81
1080,92081,11321,2021-08-23,Google Pay,5,Glasgow Centre,67.85
1081,92082,11678,2024-04-08,Google Pay,3,Manchester Arndale,45.88
1082,92083,11544,2022-11-08,Apple Pay,5,London Central,86.57
1083,92084,11873,2023-11-09,Debit Card,4,Birmingham Bullring,13.2
1084,92085,11718,2023-05-11,Google Pay,4,Manchester Arndale,47.89
1085,92086,11388,2021-09-04,Google Pay,4,Birmingham Bullring,33.3
1086,92087,11482,2021-12-29,Google Pay,4,Birmingham Bullring,67.63
1087,92088,11275,2023-08-04,Credit Card,4,Birmingham Bullring,37.49
1088,92089,11450,2023-02-27,Google Pay,5,Manchester Arndale,72.04
1089,92090,11807,2024-11-23,Credit Card,4,Manchester Arndale,48.7
1090,92091,11383,2024-07-05,Cash,5,London Central,5.4
1091,92092,11796,2023-03-28,Credit Card,3,Leeds Trinity,36.6
1092,92093,11408,2023-07-05,Google Pay,4,London Central,37.12
1093,92094,11950,2022-07-30,Google Pay,3,London Central,156.23
1094,92095,11128,2020-03-22,Google Pay,4,Manchester Arndale,5.84
1095,92096,11937,2022-10-07,Google Pay,5,Manchester Arndale,85.95
1096,92097,11723,2022-08-18,Credit Card,3,London Central,28.98
1097,92098,11430,2024-09-10,Google Pay,3,London Central,31.95
1098,92099,11009,2024-11-21,Debit Card,4,Manchester Arndale,78.44
1099,92100,11017,2023-09-08,Credit Card,3,Leeds Trinity,54.87
1100,92101,11024,2024-02-14,Google Pay,4,Manchester Arndale,14.94
1101,92102,11429,2024-03-21,Credit Card,5,Leeds Trinity,13.84
1102,92103,11964,2024-10-31,Apple Pay,5,London Central,54.06
1103,92104,11580,2024-02-21,Credit Card,3,Glasgow Centre,13.48
1104,92105,11150,2023-11-16,Google Pay,1,London Central,57.35
1105,92106,11938,2023-07-20,Google Pay,5,Leeds Trinity,22.29
1106,92107,11971,2022-01-01,Google Pay,4,Manchester Arndale,41.16
1107,92108,11870,2024-07-09,Apple Pay,4,Birmingham Bullring,96.05
1108,92109,11176,2023-09-23,Credit Card,4,Birmingham Bullring,98.68
1109,92110,11944,2020-02-17,Apple Pay,4,Birmingham Bullring,33.44
1110,92111,11141,2022-12-30,Google Pay,5,London Central,84.94
1111,92112,11081,2024-05-08,Google Pay,5,Leeds Trinity,33.19
1112,92113,11739,2022-05-10,Apple Pay,1,London Central,22.56
1113,92114,11256,2024-11-08,Google Pay,5,Birmingham Bullring,39.05
1114,92115,11501,2024-07-17,Apple Pay,4,Birmingham Bullring,67.0
1115,92116,11286,2024-07-15,Debit Card,1,Manchester Arndale,57.86
1116,92117,11132,2023-04-11,Apple Pay,4,Glasgow Centre,78.32
1117,92118,11931,2020-08-03,Google Pay,5,Leeds Trinity,93.76
1118,92119,11264,2023-10-09,Credit Card,4,Leeds Trinity,131.49
1119,92120,11046,2022-05-13,Cash,4,London Central,39.86
1120,92121,11399,2023-07-07,Debit Card,3,London Central,90.92
1121,92122,11407,2024-07-11,Google Pay,4,Birmingham Bullring,56.12
1122,92123,11290,2022-09-05,Apple Pay,5,Leeds Trinity,49.48
1123,92124,11261,2022-06-13,Credit Card,3,London Central,29.93
1124,92125,11578,2024-10-11,Google Pay,5,London Central,141.96
1125,92126,11168,2024-03-09,Debit Card,5,London Central,23.23
1126,92127,11150,2023-04-02,Cash,5,Birmingham Bullring,31.52
1127,92128,11696,2022-03-07,Credit Card,5,Glasgow Centre,79.38
1128,92129,11563,2024-05-20,Credit Card,4,Leeds Trinity,46.76
1129,92130,11120,2023-05-03,Google Pay,5,London Central,75.93
1130,92131,11436,2023-02-10,Google Pay,4,Glasgow Centre,4.89
1131,92132,11126,2024-05-22,Apple Pay,1,Leeds Trinity,148.52
1132,92133,11178,2023-04-28,Google Pay,3,Glasgow Centre,54.89
1133,92134,11534,2022-04-05,Debit Card,5,Glasgow Centre,38.72
1134,92135,11182,2023-06-26,Google Pay,5,Manchester Arndale,70.35
1135,92136,11326,2022-05-27,Google Pay,5,London Central,116.45
1136,92137,11356,2022-04-01,Google Pay,1,Glasgow Centre,106.67
1137,92138,11719,2024-09-06,Google Pay,1,Birmingham Bullring,98.49
1138,92139,11383,2022-04-02,Apple Pay,3,Birmingham Bullring,103.57
1139,92140,11982,2022-11-09,Credit Card,4,Manchester Arndale,74.48
1140,92141,11024,2022-11-18,Credit Card,4,London Central,39.33
1141,92142,11690,2024-11-21,Debit Card,5,Manchester Arndale,66.79
1142,92143,11014,2023-02-22,Apple Pay,2,Birmingham Bullring,45.89
1143,92144,11079,2021-08-13,Credit Card,4,Manchester Arndale,16.03
1144,92145,11311,2023-12-06,Google Pay,3,Birmingham Bullring,78.28
1145,92146,11404,2024-10-08,Apple Pay,3,Leeds Trinity,22.68
1146,92147,11902,2024-04-15,Apple Pay,4,Birmingham Bullring,14.83
1147,92148,11798,2023-01-19,Cash,3,Birmingham Bullring,7.5
1148,92149,11812,2022-09-13,Google Pay,5,London Central,101.82
1149,92150,11431,2023-05-07,Credit Card,5,Birmingham Bullring,59.26
1150,92151,11442,2024-12-16,Apple Pay,3,London Central,66.97
1151,92152,11353,2024-03-05,Google Pay,2,Glasgow Centre,57.95
1152,92153,11900,2021-07-13,Google Pay,5,Birmingham Bullring,146.71
1153,92154,11965,2023-11-05,Apple Pay,4,Leeds Trinity,1.52
1154,92155,11265,2024-10-20,Google Pay,4,Manchester Arndale,107.6
1155,92156,11984,2024-05-03,Google Pay,4,Birmingham Bullring,26.37
1156,92157,11027,2023-08-06,Credit Card,5,Birmingham Bullring,3.54
1157,92158,11259,2024-03-18,Credit Card,4,Leeds Trinity,22.2
1158,92159,11594,2024-07-07,Cash,4,London Central,84.59
1159,92160,11166,2022-12-28,Apple Pay,5,Birmingham Bullring,143.12
1160,92161,11408,2023-05-22,Apple Pay,2,London Central,37.48
1161,92162,11984,2023-08-15,Apple Pay,4,Glasgow Centre,188.59
1162,92163,11802,2022-12-16,Credit Card,5,London Central,89.92
1163,92164,11164,2021-12-12,Google Pay,2,Birmingham Bullring,30.69
1164,92165,11085,2022-02-12,Apple Pay,4,Manchester Arndale,29.34
1165,92166,11407,2023-07-29,Credit Card,1,London Central,101.39
1166,92167,11299,2023-05-10,Credit Card,1,Manchester Arndale,50.1
1167,92168,11783,2023-01-25,Debit Card,5,Manchester Arndale,5.67
1168,92169,11125,2024-08-20,Credit Card,5,London Central,131.32
1169,92170,11494,2023-02-23,Apple Pay,5,Leeds Trinity,13.21
1170,92171,11999,2023-10-06,Credit Card,5,Birmingham Bullring,67.3
1171,92172,11519,2022-03-17,Google Pay,1,Glasgow Centre,66.05
1172,92173,11129,2024-05-12,Debit Card,1,London Central,76.48
1173,92174,11880,2024-07-18,Google Pay,1,London Central,36.24
1174,92175,11152,2023-09-27,Debit Card,3,Leeds Trinity,26.08
1175,92176,11919,2024-03-24,Apple Pay,4,Leeds Trinity,12.72
1176,92177,11648,2024-12-11,Credit Card,2,Manchester Arndale,42.39
1177,92178,11785,2024-10-17,Credit Card,2,Manchester Arndale,39.37
1178,92179,11811,2024-05-10,Apple Pay,5,London Central,2.7
1179,92180,11748,2022-07-25,Google Pay,5,Birmingham Bullring,108.27
1180,92181,11219,2023-09-07,Apple Pay,4,Birmingham Bullring,62.37
1181,92182,11599,2024-07-01,Google Pay,4,London Central,67.34
1182,92183,11034,2024-07-19,Google Pay,5,Birmingham Bullring,61.89
1183,92184,11627,2024-10-17,Google Pay,4,Birmingham Bullring,79.15
1184,92185,11099,2024-02-27,Apple Pay,4,Manchester Arndale,14.9
1185,92186,11293,2023-05-09,Google Pay,4,Manchester Arndale,33.16
1186,92187,11233,2024-11-26,Google Pay,3,London Central,46.23
1187,92188,11801,2023-08-17,Google Pay,3,Birmingham Bullring,5.46
1188,92189,11428,2024-05-25,Credit Card,1,London Central,66.81
1189,92190,11660,2024-12-29,Apple Pay,3,London Central,59.24
1190,92191,11201,2024-04-24,Apple Pay,2,Glasgow Centre,75.59
1191,92192,11321,2023-05-05,Google Pay,5,London Central,165.06
1192,92193,11059,2020-05-26,Apple Pay,2,Manchester Arndale,53.69
1193,92194,11635,2024-08-14,Debit Card,4,Leeds Trinity,121.4
1194,92195,11205,2021-07-17,Cash,5,London Central,43.44
1195,92196,11492,2022-04-06,Apple Pay,2,Manchester Arndale,83.67
1196,92197,11693,2020-06-09,Credit Card,1,Leeds Trinity,56.38
1197,92198,11927,2020-09-28,Apple Pay,5,London Central,52.17
1198,92199,11747,2023-10-26,Debit Card,3,Leeds Trinity,114.4
1199,92200,11524,2022-09-13,Google Pay,3,Birmingham Bullring,28.45
1200,92201,11062,2023-05-10,Google Pay,4,London Central,97.48
1201,92202,11947,2024-08-26,Google Pay,5,Birmingham Bullring,46.97
1202,92203,11228,2023-07-27,Google Pay,5,Birmingham Bullring,16.47
1203,92204,11584,2024-03-17,Google Pay,2,Birmingham Bullring,93.52
1204,92205,11803,2022-03-22,Google Pay,3,London Central,68.33
1205,92206,11765,2022-05-26,Apple Pay,5,Birmingham Bullring,43.1
1206,92207,11266,2021-01-01,Credit Card,4,Birmingham Bullring,9.52
1207,92208,11573,2024-05-13,Credit Card,5,Birmingham Bullring,148.43
1208,92209,11214,2023-02-20,Apple Pay,3,Manchester Arndale,98.26
1209,92210,11525,2021-03-09,Credit Card,5,Manchester Arndale,14.4
1210,92211,11568,2024-08-28,Apple Pay,5,Birmingham Bullring,37.8
1211,92212,11785,2024-11-23,Google Pay,5,London Central,73.81
1212,92213,11904,2024-08-01,Google Pay,5,Leeds Trinity,11.62
1213,92214,11481,2023-12-09,Google Pay,1,London Central,95.47
1214,92215,11692,2024-04-16,Google Pay,4,Manchester Arndale,67.99
1215,92216,11489,2022-09-25,Credit Card,4,London Central,22.2
1216,92217,11797,2021-03-13,Apple Pay,4,Glasgow Centre,111.98
1217,92218,11025,2022-11-13,Google Pay,3,Leeds Trinity,44.38
1218,92219,11892,2024-12-19,Google Pay,4,London Central,9.7
1219,92220,11648,2021-10-23,Apple Pay,4,London Central,60.2
1220,92221,11417,2023-08-03,Apple Pay,4,Birmingham Bullring,99.35
1221,92222,11149,2024-04-14,Google Pay,3,London Central,12.88
1222,92223,11855,2024-08-13,Credit Card,3,London Central,16.76
1223,92224,11481,2023-07-11,Apple Pay,4,London Central,7.75
1224,92225,11314,2024-09-11,Apple Pay,5,London Central,122.29
1225,92226,11564,2024-01-29,Cash,5,Manchester Arndale,118.91
1226,92227,11952,2023-07-26,Google Pay,3,Birmingham Bullring,2.59
1227,92228,11598,2023-06-28,Apple Pay,1,Leeds Trinity,153.88
1228,92229,11156,2024-10-13,Apple Pay,5,Birmingham Bullring,142.55
1229,92230,11850,2024-02-01,Google Pay,4,Manchester Arndale,80.33
1230,92231,11606,2020-06-12,Google Pay,2,London Central,11.64
1231,92232,11253,2021-09-12,Apple Pay,3,Leeds Trinity,81.51
1232,92233,11462,2024-10-31,Google Pay,3,Leeds Trinity,45.96
1233,92234,11945,2024-03-08,Cash,5,London Central,116.41
1234,92235,11367,2024-11-12,Google Pay,4,Manchester Arndale,18.72
1235,92236,11022,2022-12-12,Cash,4,Manchester Arndale,58.98
1236,92237,11567,2023-11-29,Debit Card,4,Birmingham Bullring,170.83
1237,92238,11266,2024-09-15,Apple Pay,4,Birmingham Bullring,107.74
