,transaction_id,product_id,quantity,unit_price_GBP,line_total_GBP
4304,91955,5093,4,2.56,10.24
4305,91955,5166,9,0.87,7.83
4306,91955,5050,4,2.46,9.84
4307,91955,5173,1,3.21,3.21
4308,91955,5004,9,4.84,43.56
4309,91956,5207,2,4.17,8.34
4310,91957,5240,5,4.44,22.2
4311,91957,5133,3,4.05,12.15
4312,91958,5122,7,1.3,9.1
4313,91959,5150,3,1.11,3.33
4314,91959,5026,6,3.81,22.86
4315,91959,5192,6,1.28,7.68
4316,91959,5090,9,1.38,12.42
4317,91960,5177,1,1.22,1.22
4318,91960,5151,3,4.07,12.21
4319,91960,5243,5,1.82,9.1
4320,91961,5024,5,5.64,28.2
4321,91961,5070,1,2.27,2.27
4322,91961,5106,8,2.28,18.24
4323,91961,5196,3,3.08,9.24
4324,91961,5026,9,3.81,34.29
4325,91961,5007,6,4.27,25.62
4326,91961,5181,2,2.27,4.54
4327,91961,5130,9,1.16,10.44
4328,91962,5126,9,1.14,10.26
4329,91962,5232,9,2.83,25.47
4330,91962,5139,7,3.46,24.22
4331,91962,5076,7,1.04,7.28
4332,91962,5094,7,1.66,11.62
4333,91962,5057,4,4.7,18.8
4334,91962,5142,6,3.98,23.88
4335,91962,5002,1,2.47,2.47
4336,91963,5024,4,5.64,22.56
4337,91963,5059,8,1.15,9.2
4338,91963,5243,5,1.82,9.1
4339,91963,5093,9,2.56,23.04
4340,91963,5073,2,1.5,3.0
4341,91963,5197,1,2.67,2.67
4342,91964,5136,6,1.79,10.74
4343,91964,5094,6,1.66,9.96
4344,91964,5068,6,4.01,24.06
4345,91964,5236,5,2.35,11.75
4346,91964,5164,2,1.13,2.26
4347,91964,5007,7,4.27,29.89
4348,91964,5215,3,6.87,20.61
4349,91965,5101,9,0.86,7.74
4350,91965,5020,7,2.17,15.19
4351,91965,5246,8,2.9,23.2
4352,91965,5159,7,2.1,14.7
4353,91966,5198,8,4.15,33.2
4354,91966,5127,2,1.69,3.38
4355,91966,5234,1,2.7,2.7
4356,91966,5227,8,1.7,13.6
4357,91966,5189,6,4.9,29.4
4358,91966,5077,9,2.92,26.28
4359,91966,5123,2,1.65,3.3
4360,91967,5064,9,11.2,100.8
4361,91967,5138,7,2.76,19.32
4362,91967,5127,1,1.69,1.69
4363,91967,5222,5,2.35,11.75
4364,91967,5159,6,2.1,12.6
4365,91967,5025,8,3.49,27.92
4366,91967,5037,2,1.36,2.72
4367,91967,5046,2,4.33,8.66
4368,91968,5214,2,1.85,3.7
4369,91968,5156,4,3.22,12.88
4370,91968,5020,2,2.17,4.34
4371,91969,5200,1,10.31,10.31
4372,91969,5016,6,0.98,5.88
4373,91969,5100,9,3.33,29.97
4374,91969,5217,3,1.5,4.5
4375,91969,5150,1,1.11,1.11
4376,91969,5117,7,0.94,6.58
4377,91969,5224,5,10.99,54.95
4378,91969,5079,7,2.09,14.63
4379,91970,5136,7,1.79,12.53
4380,91970,5058,9,1.58,14.22
4381,91970,5201,3,1.79,5.37
4382,91970,5183,3,8.9,26.7
4383,91970,5035,3,1.13,3.39
4384,91971,5113,1,2.59,2.59
4385,91971,5100,8,3.33,26.64
4386,91971,5163,4,4.1,16.4
4387,91971,5023,4,0.79,3.16
4388,91971,5177,5,1.22,6.1
4389,91971,5035,9,1.13,10.17
4390,91971,5115,8,2.09,16.72
4391,91972,5131,4,2.66,10.64
4392,91972,5069,5,3.28,16.4
4393,91972,5225,4,3.66,14.64
4394,91972,5216,2,0.91,1.82
4395,91973,5230,6,3.28,19.68
4396,91973,5136,8,1.79,14.32
4397,91974,5168,5,0.69,3.45
4398,91974,5216,4,0.91,3.64
4399,91974,5164,2,1.13,2.26
4400,91975,5048,1,4.97,4.97
4401,91975,5199,6,7.08,42.48
4402,91975,5003,3,4.39,13.17
4403,91975,5151,6,4.07,24.42
4404,91976,5018,2,1.44,2.88
4405,91976,5160,6,1.03,6.18
4406,91976,5111,6,1.25,7.5
4407,91977,5147,9,2.47,22.23
4408,91977,5171,4,2.18,8.72
4409,91977,5083,3,1.07,3.21
4410,91977,5169,1,1.19,1.19
4411,91977,5248,6,5.31,31.86
4412,91977,5102,7,2.89,20.23
4413,91977,5037,7,1.36,9.52
4414,91978,5177,8,1.22,9.76
4415,91978,5058,7,1.58,11.06
4416,91978,5199,8,7.08,56.64
4417,91978,5085,3,0.88,2.64
4418,91978,5157,2,5.42,10.84
4419,91978,5233,1,2.34,2.34
4420,91979,5043,3,4.38,13.14
4421,91979,5015,3,5.24,15.72
4422,91979,5039,2,3.27,6.54
4423,91979,5173,7,3.21,22.47
4424,91979,5059,5,1.15,5.75
4425,91979,5231,3,1.24,3.72
4426,91979,5213,7,2.09,14.63
4427,91980,5166,7,0.87,6.09
4428,91980,5005,8,5.28,42.24
4429,91980,5200,4,10.31,41.24
4430,91980,5116,3,2.05,6.15
4431,91980,5073,9,1.5,13.5
4432,91980,5102,9,2.89,26.01
4433,91980,5051,6,2.35,14.1
4434,91981,5230,8,3.28,26.24
4435,91981,5201,5,1.79,8.95
4436,91982,5109,3,0.89,2.67
4437,91982,5094,5,1.66,8.3
4438,91983,5199,8,7.08,56.64
4439,91983,5115,2,2.09,4.18
4440,91983,5130,7,1.16,8.12
4441,91983,5196,9,3.08,27.72
4442,91983,5129,5,1.79,8.95
4443,91983,5002,5,2.47,12.35
4444,91983,5160,5,1.03,5.15
4445,91983,5120,9,3.81,34.29
4446,91984,5004,3,4.84,14.52
4447,91984,5180,2,2.86,5.72
4448,91985,5238,6,2.12,12.72
4449,91985,5194,6,2.16,12.96
4450,91985,5126,2,1.14,2.28
4451,91985,5137,1,4.26,4.26
4452,91985,5159,6,2.1,12.6
4453,91986,5248,4,5.31,21.24
4454,91986,5149,7,1.9,13.3
4455,91986,5125,3,3.06,9.18
4456,91986,5055,7,1.04,7.28
4457,91986,5175,3,4.41,13.23
4458,91986,5243,5,1.82,9.1
4459,91986,5108,2,1.04,2.08
4460,91986,5181,6,2.27,13.62
4461,91987,5245,7,2.03,14.21
4462,91987,5003,6,4.39,26.34
4463,91987,5214,7,1.85,12.95
4464,91987,5043,7,4.38,30.66
4465,91988,5010,5,1.59,7.95
4466,91988,5204,4,1.24,4.96
4467,91988,5172,3,1.9,5.7
4468,91988,5043,9,4.38,39.42
4469,91989,5001,4,8.69,34.76
4470,91989,5074,3,3.21,9.63
4471,91989,5114,3,2.59,7.77
4472,91989,5012,4,5.82,23.28
4473,91989,5143,5,3.58,17.9
4474,91989,5071,4,2.67,10.68
4475,91989,5096,1,2.09,2.09
4476,91990,5240,7,4.44,31.08
4477,91991,5085,4,0.88,3.52
4478,91991,5226,3,1.53,4.59
4479,91992,5224,9,10.99,98.91
4480,91992,5216,8,0.91,7.28
4481,91992,5070,3,2.27,6.81
4482,91992,5200,8,10.31,82.48
4483,91992,5050,6,2.46,14.76
4484,91992,5119,2,0.55,1.1
4485,91992,5180,9,2.86,25.74
4486,91993,5214,9,1.85,16.65
4487,91994,5052,6,2.33,13.98
4488,91994,5141,5,1.99,9.95
4489,91994,5053,9,1.82,16.38
4490,91994,5087,4,2.93,11.72
4491,91994,5101,4,0.86,3.44
4492,91995,5221,7,1.28,8.96
4493,91995,5078,6,1.44,8.64
4494,91995,5162,3,1.63,4.89
4495,91995,5041,6,3.67,22.02
4496,91995,5236,6,2.35,14.1
4497,91995,5192,6,1.28,7.68
4498,91995,5100,8,3.33,26.64
4499,91996,5158,8,1.66,13.28
4500,91996,5166,9,0.87,7.83
4501,91996,5167,2,1.14,2.28
4502,91996,5150,7,1.11,7.77
4503,91996,5086,2,2.05,4.1
4504,91996,5212,8,8.41,67.28
4505,91996,5146,4,7.8,31.2
4506,91996,5245,8,2.03,16.24
4507,91997,5088,6,10.7,64.2
4508,91997,5096,8,2.09,16.72
4509,91997,5166,7,0.87,6.09
4510,91997,5244,7,1.18,8.26
4511,91997,5075,4,1.63,6.52
4512,91997,5105,7,5.74,40.18
4513,91997,5082,7,3.19,22.33
4514,91998,5074,5,3.21,16.05
4515,91999,5231,4,1.24,4.96
4516,91999,5068,8,4.01,32.08
4517,92000,5150,4,1.11,4.44
4518,92000,5049,2,3.31,6.62
4519,92000,5111,4,1.25,5.0
4520,92001,5136,1,1.79,1.79
4521,92001,5070,6,2.27,13.62
4522,92001,5172,6,1.9,11.4
4523,92001,5181,4,2.27,9.08
4524,92001,5113,8,2.59,20.72
4525,92002,5065,9,0.71,6.39
4526,92003,5138,7,2.76,19.32
4527,92003,5012,9,5.82,52.38
4528,92003,5089,5,2.69,13.45
4529,92003,5238,1,2.12,2.12
4530,92003,5033,8,9.85,78.8
4531,92003,5144,5,1.79,8.95
4532,92004,5037,9,1.36,12.24
4533,92004,5034,1,6.79,6.79
4534,92004,5142,7,3.98,27.86
4535,92004,5048,3,4.97,14.91
4536,92005,5193,6,4.45,26.7
4537,92005,5247,5,2.25,11.25
4538,92005,5148,3,9.25,27.75
4539,92005,5209,8,2.7,21.6
4540,92005,5080,2,2.43,4.86
4541,92006,5033,4,9.85,39.4
4542,92006,5157,2,5.42,10.84
4543,92007,5178,8,3.44,27.52
4544,92007,5045,7,1.52,10.64
4545,92007,5157,5,5.42,27.1
4546,92007,5204,5,1.24,6.2
4547,92007,5049,3,3.31,9.93
4548,92007,5221,2,1.28,2.56
4549,92007,5009,5,0.82,4.1
4550,92008,5202,1,0.67,0.67
4551,92008,5158,4,1.66,6.64
4552,92008,5124,3,3.96,11.88
4553,92008,5187,5,5.4,27.0
4554,92008,5034,7,6.79,47.53
4555,92008,5210,9,2.89,26.01
4556,92008,5025,9,3.49,31.41
4557,92009,5221,5,1.28,6.4
4558,92009,5124,3,3.96,11.88
4559,92009,5223,4,4.82,19.28
4560,92009,5089,7,2.69,18.83
4561,92009,5129,1,1.79,1.79
4562,92009,5005,1,5.28,5.28
4563,92010,5064,3,11.2,33.6
4564,92010,5173,4,3.21,12.84
4565,92011,5218,7,3.4,23.8
4566,92011,5231,6,1.24,7.44
4567,92011,5071,8,2.67,21.36
4568,92011,5184,5,3.13,15.65
4569,92011,5192,6,1.28,7.68
4570,92011,5086,1,2.05,2.05
4571,92012,5243,3,1.82,5.46
4572,92013,5093,7,2.56,17.92
4573,92014,5084,2,3.89,7.78
4574,92014,5236,4,2.35,9.4
4575,92014,5166,5,0.87,4.35
4576,92014,5028,9,0.99,8.91
4577,92014,5131,7,2.66,18.62
4578,92015,5048,6,4.97,29.82
4579,92015,5072,5,1.76,8.8
4580,92015,5088,8,10.7,85.6
4581,92015,5106,9,2.28,20.52
4582,92015,5224,3,10.99,32.97
4583,92016,5227,8,1.7,13.6
4584,92016,5108,3,1.04,3.12
4585,92016,5193,8,4.45,35.6
4586,92016,5191,5,2.51,12.55
4587,92016,5091,9,3.34,30.06
4588,92016,5116,5,2.05,10.25
4589,92016,5166,7,0.87,6.09
4590,92016,5148,8,9.25,74.0
4591,92017,5072,8,1.76,14.08
4592,92017,5246,1,2.9,2.9
4593,92017,5097,2,5.7,11.4
4594,92018,5211,8,5.05,40.4
4595,92018,5151,1,4.07,4.07
4596,92018,5216,8,0.91,7.28
4597,92018,5179,2,2.0,4.0
4598,92018,5096,1,2.09,2.09
4599,92018,5152,6,2.98,17.88
4600,92019,5119,9,0.55,4.95
4601,92019,5187,6,5.4,32.4
4602,92019,5149,5,1.9,9.5
4603,92019,5209,7,2.7,18.9
4604,92019,5018,7,1.44,10.08
4605,92020,5195,2,1.95,3.9
4606,92020,5183,6,8.9,53.4
4607,92020,5026,4,3.81,15.24
4608,92020,5076,7,1.04,7.28
4609,92020,5123,2,1.65,3.3
4610,92021,5108,4,1.04,4.16
4611,92021,5073,2,1.5,3.0
4612,92022,5068,5,4.01,20.05
4613,92022,5126,2,1.14,2.28
4614,92022,5144,7,1.79,12.53
4615,92023,5250,5,1.21,6.05
4616,92023,5221,5,1.28,6.4
4617,92023,5005,5,5.28,26.4
4618,92023,5057,9,4.7,42.3
4619,92023,5034,3,6.79,20.37
4620,92023,5119,1,0.55,0.55
4621,92023,5101,8,0.86,6.88
4622,92023,5237,6,1.02,6.12
4623,92024,5054,7,0.76,5.32
4624,92024,5195,6,1.95,11.7
4625,92024,5149,5,1.9,9.5
4626,92024,5103,4,2.76,11.04
4627,92024,5115,9,2.09,18.81
4628,92024,5175,2,4.41,8.82
4629,92024,5026,6,3.81,22.86
4630,92024,5140,5,10.14,50.7
4631,92025,5077,7,2.92,20.44
4632,92025,5189,5,4.9,24.5
4633,92026,5073,6,1.5,9.0
4634,92026,5211,4,5.05,20.2
4635,92026,5126,8,1.14,9.12
4636,92026,5108,3,1.04,3.12
4637,92026,5088,5,10.7,53.5
4638,92026,5077,9,2.92,26.28
4639,92026,5240,5,4.44,22.2
4640,92026,5044,3,1.52,4.56
4641,92027,5170,4,5.62,22.48
4642,92028,5196,9,3.08,27.72
4643,92029,5128,3,2.62,7.86
4644,92029,5132,3,2.32,6.96
4645,92029,5021,4,1.61,6.44
4646,92030,5136,8,1.79,14.32
4647,92030,5123,9,1.65,14.85
4648,92030,5130,6,1.16,6.96
4649,92030,5021,4,1.61,6.44
4650,92030,5073,2,1.5,3.0
4651,92030,5209,3,2.7,8.1
4652,92030,5239,3,1.94,5.82
4653,92030,5155,2,2.73,5.46
4654,92031,5203,8,2.15,17.2
4655,92031,5148,7,9.25,64.75
4656,92031,5125,6,3.06,18.36
4657,92031,5147,2,2.47,4.94
4658,92031,5019,8,2.7,21.6
4659,92031,5136,5,1.79,8.95
4660,92031,5002,1,2.47,2.47
4661,92031,5180,6,2.86,17.16
4662,92032,5212,6,8.41,50.46
4663,92032,5165,7,0.67,4.69
4664,92032,5043,3,4.38,13.14
4665,92032,5051,1,2.35,2.35
4666,92032,5104,2,9.11,18.22
4667,92032,5183,4,8.9,35.6
4668,92032,5033,4,9.85,39.4
4669,92032,5054,9,0.76,6.84
4670,92033,5186,5,1.72,8.6
4671,92033,5172,3,1.9,5.7
4672,92033,5227,3,1.7,5.1
4673,92033,5040,6,3.27,19.62
4674,92033,5047,9,1.24,11.16
4675,92033,5090,3,1.38,4.14
4676,92033,5106,9,2.28,20.52
4677,92034,5169,6,1.19,7.14
4678,92035,5027,6,7.74,46.44
4679,92036,5064,1,11.2,11.2
4680,92036,5038,2,1.22,2.44
4681,92036,5129,8,1.79,14.32
4682,92036,5237,1,1.02,1.02
4683,92037,5117,4,0.94,3.76
4684,92038,5174,8,5.41,43.28
4685,92038,5173,5,3.21,16.05
4686,92038,5206,6,1.67,10.02
4687,92039,5066,3,1.17,3.51
4688,92039,5181,8,2.27,18.16
4689,92039,5245,6,2.03,12.18
4690,92039,5143,4,3.58,14.32
4691,92039,5210,4,2.89,11.56
4692,92039,5064,6,11.2,67.2
4693,92040,5133,2,4.05,8.1
4694,92040,5236,7,2.35,16.45
4695,92040,5070,9,2.27,20.43
4696,92040,5111,7,1.25,8.75
4697,92040,5200,2,10.31,20.62
4698,92040,5110,4,2.41,9.64
4699,92040,5160,7,1.03,7.21
4700,92041,5124,5,3.96,19.8
4701,92041,5026,2,3.81,7.62
4702,92041,5038,3,1.22,3.66
4703,92041,5140,2,10.14,20.28
4704,92041,5033,9,9.85,88.65
4705,92041,5121,3,1.17,3.51
4706,92041,5004,4,4.84,19.36
4707,92041,5082,1,3.19,3.19
4708,92042,5084,6,3.89,23.34
4709,92043,5027,6,7.74,46.44
4710,92043,5174,6,5.41,32.46
4711,92043,5082,4,3.19,12.76
4712,92043,5165,3,0.67,2.01
4713,92043,5161,8,3.86,30.88
4714,92043,5202,8,0.67,5.36
4715,92043,5192,7,1.28,8.96
4716,92043,5076,4,1.04,4.16
4717,92044,5045,3,1.52,4.56
4718,92044,5151,1,4.07,4.07
4719,92044,5021,7,1.61,11.27
4720,92045,5111,2,1.25,2.5
4721,92045,5151,9,4.07,36.63
4722,92045,5106,8,2.28,18.24
4723,92046,5051,3,2.35,7.05
4724,92047,5050,4,2.46,9.84
4725,92047,5228,7,2.8,19.6
4726,92047,5209,8,2.7,21.6
4727,92047,5007,9,4.27,38.43
4728,92047,5166,7,0.87,6.09
4729,92047,5198,2,4.15,8.3
4730,92047,5164,5,1.13,5.65
4731,92047,5042,9,4.0,36.0
4732,92048,5095,6,2.63,15.78
4733,92048,5191,1,2.51,2.51
4734,92049,5228,9,2.8,25.2
4735,92049,5119,2,0.55,1.1
4736,92049,5187,5,5.4,27.0
4737,92049,5019,8,2.7,21.6
4738,92049,5189,1,4.9,4.9
4739,92049,5149,8,1.9,15.2
4740,92049,5176,2,0.54,1.08
4741,92050,5005,3,5.28,15.84
4742,92050,5043,5,4.38,21.9
4743,92050,5178,7,3.44,24.08
4744,92050,5037,3,1.36,4.08
4745,92050,5057,2,4.7,9.4
4746,92050,5214,4,1.85,7.4
4747,92050,5062,7,4.46,31.22
4748,92051,5055,7,1.04,7.28
4749,92051,5047,3,1.24,3.72
4750,92052,5120,5,3.81,19.05
4751,92052,5049,9,3.31,29.79
4752,92052,5137,9,4.26,38.34
4753,92053,5148,1,9.25,9.25
4754,92053,5024,4,5.64,22.56
4755,92053,5229,9,3.94,35.46
4756,92053,5155,1,2.73,2.73
4757,92053,5073,1,1.5,1.5
4758,92054,5090,8,1.38,11.04
4759,92054,5062,8,4.46,35.68
4760,92054,5225,9,3.66,32.94
4761,92054,5176,9,0.54,4.86
4762,92054,5093,8,2.56,20.48
4763,92055,5040,2,3.27,6.54
4764,92055,5035,9,1.13,10.17
4765,92055,5209,8,2.7,21.6
4766,92055,5214,4,1.85,7.4
4767,92055,5189,7,4.9,34.3
4768,92056,5199,3,7.08,21.24
4769,92056,5184,5,3.13,15.65
4770,92056,5181,7,2.27,15.89
4771,92056,5074,6,3.21,19.26
4772,92056,5196,2,3.08,6.16
4773,92057,5182,7,4.05,28.35
4774,92057,5197,9,2.67,24.03
4775,92057,5119,8,0.55,4.4
4776,92058,5113,9,2.59,23.31
4777,92058,5043,1,4.38,4.38
4778,92058,5146,3,7.8,23.4
4779,92058,5004,1,4.84,4.84
4780,92058,5131,7,2.66,18.62
4781,92059,5199,1,7.08,7.08
4782,92059,5104,8,9.11,72.88
4783,92059,5109,2,0.89,1.78
4784,92059,5127,3,1.69,5.07
4785,92059,5153,2,2.69,5.38
4786,92059,5023,9,0.79,7.11
4787,92059,5036,2,3.37,6.74
4788,92060,5046,9,4.33,38.97
4789,92060,5056,1,1.16,1.16
4790,92060,5143,4,3.58,14.32
4791,92060,5247,3,2.25,6.75
4792,92060,5049,9,3.31,29.79
4793,92061,5040,8,3.27,26.16
4794,92061,5226,5,1.53,7.65
4795,92061,5214,4,1.85,7.4
4796,92061,5158,5,1.66,8.3
4797,92061,5054,7,0.76,5.32
4798,92061,5072,2,1.76,3.52
4799,92062,5093,1,2.56,2.56
4800,92062,5112,2,1.18,2.36
4801,92062,5078,5,1.44,7.2
4802,92062,5214,5,1.85,9.25
4803,92062,5095,5,2.63,13.15
4804,92062,5147,2,2.47,4.94
4805,92062,5052,8,2.33,18.64
4806,92063,5178,4,3.44,13.76
4807,92063,5157,6,5.42,32.52
4808,92063,5094,8,1.66,13.28
4809,92064,5169,1,1.19,1.19
4810,92064,5103,9,2.76,24.84
4811,92064,5014,8,3.57,28.56
4812,92064,5161,2,3.86,7.72
4813,92064,5246,9,2.9,26.1
4814,92064,5153,2,2.69,5.38
4815,92065,5144,6,1.79,10.74
4816,92065,5169,3,1.19,3.57
4817,92065,5141,7,1.99,13.93
4818,92065,5126,7,1.14,7.98
4819,92065,5146,4,7.8,31.2
4820,92065,5083,8,1.07,8.56
4821,92065,5142,9,3.98,35.82
4822,92065,5012,5,5.82,29.1
4823,92066,5142,4,3.98,15.92
4824,92066,5097,3,5.7,17.1
4825,92066,5154,4,1.56,6.24
4826,92066,5062,1,4.46,4.46
4827,92066,5131,2,2.66,5.32
4828,92066,5205,8,2.1,16.8
4829,92067,5044,9,1.52,13.68
4830,92067,5108,5,1.04,5.2
4831,92067,5144,3,1.79,5.37
4832,92067,5016,3,0.98,2.94
4833,92067,5241,8,2.9,23.2
4834,92067,5009,1,0.82,0.82
4835,92068,5008,1,2.27,2.27
4836,92068,5210,5,2.89,14.45
4837,92068,5051,2,2.35,4.7
4838,92068,5017,6,3.62,21.72
4839,92068,5034,2,6.79,13.58
4840,92068,5131,2,2.66,5.32
4841,92068,5128,1,2.62,2.62
4842,92069,5079,4,2.09,8.36
4843,92069,5149,6,1.9,11.4
4844,92069,5233,9,2.34,21.06
4845,92069,5155,5,2.73,13.65
4846,92069,5133,2,4.05,8.1
4847,92069,5238,5,2.12,10.6
4848,92069,5014,6,3.57,21.42
4849,92069,5081,8,7.87,62.96
4850,92070,5055,9,1.04,9.36
4851,92070,5156,1,3.22,3.22
4852,92070,5192,4,1.28,5.12
4853,92070,5045,9,1.52,13.68
4854,92070,5203,7,2.15,15.05
4855,92070,5085,1,0.88,0.88
4856,92070,5018,6,1.44,8.64
4857,92070,5113,8,2.59,20.72
4858,92071,5187,2,5.4,10.8
4859,92071,5181,7,2.27,15.89
4860,92071,5026,6,3.81,22.86
4861,92071,5198,4,4.15,16.6
4862,92072,5176,8,0.54,4.32
4863,92072,5173,6,3.21,19.26
4864,92072,5046,4,4.33,17.32
4865,92072,5044,4,1.52,6.08
4866,92073,5102,8,2.89,23.12
4867,92074,5059,1,1.15,1.15
4868,92074,5225,2,3.66,7.32
4869,92074,5237,6,1.02,6.12
4870,92074,5185,6,2.27,13.62
4871,92074,5189,9,4.9,44.1
4872,92074,5122,2,1.3,2.6
4873,92074,5240,3,4.44,13.32
4874,92075,5248,2,5.31,10.62
4875,92075,5157,8,5.42,43.36
4876,92075,5067,7,5.06,35.42
4877,92075,5001,4,8.69,34.76
4878,92075,5164,5,1.13,5.65
4879,92075,5166,7,0.87,6.09
4880,92075,5224,4,10.99,43.96
4881,92075,5051,6,2.35,14.1
4882,92076,5155,3,2.73,8.19
4883,92076,5232,3,2.83,8.49
4884,92076,5174,4,5.41,21.64
4885,92076,5130,3,1.16,3.48
4886,92076,5223,3,4.82,14.46
4887,92077,5161,6,3.86,23.16
4888,92077,5031,9,4.54,40.86
4889,92077,5244,3,1.18,3.54
4890,92077,5010,1,1.59,1.59
4891,92078,5087,7,2.93,20.51
4892,92079,5241,4,2.9,11.6
4893,92079,5154,6,1.56,9.36
4894,92079,5125,7,3.06,21.42
4895,92079,5084,4,3.89,15.56
4896,92079,5068,8,4.01,32.08
4897,92079,5138,6,2.76,16.56
4898,92080,5221,8,1.28,10.24
4899,92080,5035,8,1.13,9.04
4900,92080,5013,3,4.68,14.04
4901,92080,5108,1,1.04,1.04
4902,92080,5213,5,2.09,10.45
4903,92081,5092,1,0.92,0.92
4904,92081,5124,4,3.96,15.84
4905,92081,5141,8,1.99,15.92
4906,92081,5101,4,0.86,3.44
4907,92081,5025,5,3.49,17.45
4908,92081,5014,4,3.57,14.28
4909,92082,5127,9,1.69,15.21
4910,92082,5046,3,4.33,12.99
4911,92082,5195,8,1.95,15.6
4912,92082,5076,2,1.04,2.08
4913,92083,5124,9,3.96,35.64
4914,92083,5018,5,1.44,7.2
4915,92083,5156,3,3.22,9.66
4916,92083,5243,2,1.82,3.64
4917,92083,5084,5,3.89,19.45
4918,92083,5177,9,1.22,10.98
4919,92084,5016,3,0.98,2.94
4920,92084,5126,9,1.14,10.26
4921,92085,5052,5,2.33,11.65
4922,92085,5094,6,1.66,9.96
4923,92085,5006,2,1.72,3.44
4924,92085,5072,7,1.76,12.32
4925,92085,5216,4,0.91,3.64
4926,92085,5101,8,0.86,6.88
4927,92086,5112,9,1.18,10.62
4928,92086,5139,3,3.46,10.38
4929,92086,5116,6,2.05,12.3
4930,92087,5238,9,2.12,19.08
4931,92087,5177,9,1.22,10.98
4932,92087,5082,5,3.19,15.95
4933,92087,5089,3,2.69,8.07
4934,92087,5194,5,2.16,10.8
4935,92087,5119,5,0.55,2.75
4936,92088,5177,8,1.22,9.76
4937,92088,5010,5,1.59,7.95
4938,92088,5188,2,3.62,7.24
4939,92088,5213,6,2.09,12.54
4940,92089,5110,4,2.41,9.64
4941,92089,5146,8,7.8,62.4
4942,92090,5182,2,4.05,8.1
4943,92090,5208,9,1.6,14.4
4944,92090,5101,5,0.86,4.3
4945,92090,5188,5,3.62,18.1
4946,92090,5149,2,1.9,3.8
4947,92091,5209,2,2.7,5.4
4948,92092,5176,7,0.54,3.78
4949,92092,5167,3,1.14,3.42
4950,92092,5001,3,8.69,26.07
4951,92092,5100,1,3.33,3.33
4952,92093,5104,1,9.11,9.11
4953,92093,5002,3,2.47,7.41
4954,92093,5242,4,5.15,20.6
4955,92094,5173,3,3.21,9.63
4956,92094,5001,6,8.69,52.14
4957,92094,5128,2,2.62,5.24
4958,92094,5050,9,2.46,22.14
4959,92094,5027,6,7.74,46.44
4960,92094,5142,3,3.98,11.94
4961,92094,5246,3,2.9,8.7
4962,92095,5077,2,2.92,5.84
4963,92096,5211,6,5.05,30.3
4964,92096,5171,3,2.18,6.54
4965,92096,5059,6,1.15,6.9
4966,92096,5165,4,0.67,2.68
4967,92096,5037,3,1.36,4.08
4968,92096,5046,1,4.33,4.33
4969,92096,5084,8,3.89,31.12
4970,92097,5156,9,3.22,28.98
4971,92098,5136,2,1.79,3.58
4972,92098,5194,4,2.16,8.64
4973,92098,5210,3,2.89,8.67
4974,92098,5058,7,1.58,11.06
4975,92099,5147,6,2.47,14.82
4976,92099,5233,2,2.34,4.68
4977,92099,5070,6,2.27,13.62
4978,92099,5003,3,4.39,13.17
4979,92099,5151,4,4.07,16.28
4980,92099,5197,2,2.67,5.34
4981,92099,5121,9,1.17,10.53
4982,92100,5156,4,3.22,12.88
4983,92100,5071,5,2.67,13.35
4984,92100,5247,8,2.25,18.0
4985,92100,5131,4,2.66,10.64
4986,92101,5094,9,1.66,14.94
4987,92102,5133,1,4.05,4.05
4988,92102,5168,2,0.69,1.38
4989,92102,5096,1,2.09,2.09
4990,92102,5023,8,0.79,6.32
4991,92103,5003,3,4.39,13.17
4992,92103,5138,9,2.76,24.84
4993,92103,5074,5,3.21,16.05
4994,92104,5036,4,3.37,13.48
4995,92105,5227,8,1.7,13.6
4996,92105,5156,6,3.22,19.32
4997,92105,5025,7,3.49,24.43
4998,92106,5084,4,3.89,15.56
4999,92106,5167,2,1.14,2.28
5000,92106,5109,5,0.89,4.45
5001,92107,5108,9,1.04,9.36
5002,92107,5106,9,2.28,20.52
5003,92107,5085,7,0.88,6.16
5004,92107,5221,4,1.28,5.12
5005,92108,5116,2,2.05,4.1
5006,92108,5250,8,1.21,9.68
5007,92108,5102,3,2.89,8.67
5008,92108,5058,4,1.58,6.32
5009,92108,5212,8,8.41,67.28
5010,92109,5245,7,2.03,14.21
5011,92109,5229,2,3.94,7.88
5012,92109,5237,3,1.02,3.06
5013,92109,5109,1,0.89,0.89
5014,92109,5146,6,7.8,46.8
5015,92109,5084,5,3.89,19.45
5016,92109,5065,9,0.71,6.39
5017,92110,5054,9,0.76,6.84
5018,92110,5149,9,1.9,17.1
5019,92110,5172,5,1.9,9.5
5020,92111,5067,4,5.06,20.24
5021,92111,5104,3,9.11,27.33
5022,92111,5092,1,0.92,0.92
5023,92111,5207,1,4.17,4.17
5024,92111,5203,2,2.15,4.3
5025,92111,5027,2,7.74,15.48
5026,92111,5059,1,1.15,1.15
5027,92111,5185,5,2.27,11.35
5028,92112,5156,4,3.22,12.88
5029,92112,5056,6,1.16,6.96
5030,92112,5071,5,2.67,13.35
5031,92113,5083,4,1.07,4.28
5032,92113,5076,5,1.04,5.2
5033,92113,5170,2,5.62,11.24
5034,92113,5092,2,0.92,1.84
5035,92114,5109,1,0.89,0.89
5036,92114,5143,2,3.58,7.16
5037,92114,5180,2,2.86,5.72
5038,92114,5098,3,3.22,9.66
